arch,compiler,mpi_tasks,method,test,time
Sapphire Rapids,gfortran,48,base,Convergence,216.25
Sapphire Rapids,gfortran,48,base,Convergence,216.23
Sapphire Rapids,gfortran,48,base,Convergence,219.24
Sapphire Rapids,gfortran,48,base,Convergence,216.57
Sapphire Rapids,gfortran,48,base,Convergence,216.42000000000002
Ice Lake,gfortran,16,base,Convergence,356.53000000000003
Ice Lake,gfortran,16,base,Convergence,354.41
Ice Lake,gfortran,16,base,Convergence,356.37
Ice Lake,gfortran,32,base,Convergence,294.02
Ice Lake,gfortran,32,base,Convergence,293.01
Ice Lake,gfortran,32,base,Convergence,292.64
Ice Lake,gfortran,64,base,Convergence,270.04
Ice Lake,gfortran,64,base,Convergence,270.57
Ice Lake,gfortran,64,base,Convergence,269.64
Ice Lake,gfortran,24,base,Convergence,323.05
Ice Lake,gfortran,24,base,Convergence,323.09
Ice Lake,gfortran,24,base,Convergence,326.61
Sapphire Rapids,gfortran,16,base,Convergence,296.71
Sapphire Rapids,gfortran,16,base,Convergence,297.73
Sapphire Rapids,gfortran,32,base,Convergence,232.15
Sapphire Rapids,gfortran,32,base,Convergence,233.12
Sapphire Rapids,gfortran,32,base,Convergence,231.26
Sapphire Rapids,gfortran,64,base,Convergence,207.65
Sapphire Rapids,gfortran,64,base,Convergence,209.1
Sapphire Rapids,gfortran,64,base,Convergence,206.67
Sapphire Rapids,gfortran,24,base,Convergence,260.69
Sapphire Rapids,gfortran,24,base,Convergence,260.54
Sapphire Rapids,gfortran,24,base,Convergence,260.42
Emerald Rapids,gfortran,16,base,Convergence,268.53
Emerald Rapids,gfortran,16,base,Convergence,269.56
Emerald Rapids,gfortran,16,base,Convergence,267.47
Emerald Rapids,gfortran,32,base,Convergence,211.2
Emerald Rapids,gfortran,32,base,Convergence,211.92000000000002
Emerald Rapids,gfortran,32,base,Convergence,212.21
Emerald Rapids,gfortran,64,base,Convergence,192.10999999999999
Emerald Rapids,gfortran,64,base,Convergence,193.16
Emerald Rapids,gfortran,64,base,Convergence,192.54999999999998
Emerald Rapids,gfortran,24,base,Convergence,236.57
Emerald Rapids,gfortran,24,base,Convergence,236.21
Emerald Rapids,gfortran,24,base,Convergence,237.48000000000002
Ice Lake,gfortran,48,base,Convergence,278.73
Ice Lake,gfortran,48,base,Convergence,280.15
Ice Lake,gfortran,48,base,Convergence,281.56
Emerald Rapids,gfortran,48,base,Convergence,198.31
Emerald Rapids,gfortran,48,base,Convergence,197.05
Emerald Rapids,gfortran,48,base,Convergence,202.74
Sapphire Rapids,gfortran,48,fmath,Convergence,224.52
Sapphire Rapids,gfortran,48,fmath,Convergence,224.71
Sapphire Rapids,gfortran,48,fmath,Convergence,224.45
Ice Lake,gfortran,16,fmath,Convergence,348.26
Ice Lake,gfortran,16,fmath,Convergence,348.53
Ice Lake,gfortran,16,fmath,Convergence,347.33
Ice Lake,gfortran,32,fmath,Convergence,285.53
Ice Lake,gfortran,32,fmath,Convergence,286.48
Ice Lake,gfortran,32,fmath,Convergence,287.03
Ice Lake,gfortran,64,fmath,Convergence,263.26
Ice Lake,gfortran,64,fmath,Convergence,265.79
Ice Lake,gfortran,64,fmath,Convergence,263.85
Ice Lake,gfortran,24,fmath,Convergence,316.84
Ice Lake,gfortran,24,fmath,Convergence,317.13
Ice Lake,gfortran,24,fmath,Convergence,315.81
Sapphire Rapids,gfortran,16,fmath,Convergence,302.62
Sapphire Rapids,gfortran,16,fmath,Convergence,303.98
Sapphire Rapids,gfortran,16,fmath,Convergence,304.34000000000003
Sapphire Rapids,gfortran,32,fmath,Convergence,239.67
Sapphire Rapids,gfortran,32,fmath,Convergence,239.96
Sapphire Rapids,gfortran,32,fmath,Convergence,239.9
Sapphire Rapids,gfortran,64,fmath,Convergence,216.23
Sapphire Rapids,gfortran,64,fmath,Convergence,215.94
Sapphire Rapids,gfortran,64,fmath,Convergence,215.92
Sapphire Rapids,gfortran,24,fmath,Convergence,270.89
Sapphire Rapids,gfortran,24,fmath,Convergence,269.92
Sapphire Rapids,gfortran,24,fmath,Convergence,269.86
Emerald Rapids,gfortran,16,fmath,Convergence,277.06
Emerald Rapids,gfortran,16,fmath,Convergence,277.22
Emerald Rapids,gfortran,16,fmath,Convergence,277.08
Emerald Rapids,gfortran,32,fmath,Convergence,219.83
Emerald Rapids,gfortran,32,fmath,Convergence,218.99
Emerald Rapids,gfortran,32,fmath,Convergence,220.97
Emerald Rapids,gfortran,64,fmath,Convergence,202.7
Emerald Rapids,gfortran,64,fmath,Convergence,200.02
Emerald Rapids,gfortran,64,fmath,Convergence,200.44
Emerald Rapids,gfortran,24,fmath,Convergence,245.9
Emerald Rapids,gfortran,24,fmath,Convergence,245.6
Emerald Rapids,gfortran,24,fmath,Convergence,245.17
Ice Lake,gfortran,48,fmath,Convergence,272.76
Ice Lake,gfortran,48,fmath,Convergence,273.82
Ice Lake,gfortran,48,fmath,Convergence,273.73
Emerald Rapids,gfortran,48,fmath,Convergence,205.53
Emerald Rapids,gfortran,48,fmath,Convergence,205.38
Emerald Rapids,gfortran,48,fmath,Convergence,205.66
Emerald Rapids,gfortran,48,fmath,Convergence,206.46
Emerald Rapids,gfortran,48,fmath,Convergence,206.05
Emerald Rapids,gfortran,48,fmath,Convergence,206.35999999999999
Sapphire Rapids,gfortran,48,host,Convergence,224.29999999999998
Sapphire Rapids,gfortran,48,host,Convergence,224.72
Sapphire Rapids,gfortran,48,host,Convergence,225.85
Ice Lake,gfortran,16,host,Convergence,346.79
Ice Lake,gfortran,16,host,Convergence,348.89
Ice Lake,gfortran,16,host,Convergence,348.36
Ice Lake,gfortran,32,host,Convergence,287.28
Ice Lake,gfortran,32,host,Convergence,287.04
Ice Lake,gfortran,32,host,Convergence,286.3
Ice Lake,gfortran,64,host,Convergence,263.25
Ice Lake,gfortran,64,host,Convergence,264.18
Ice Lake,gfortran,64,host,Convergence,266.13
Ice Lake,gfortran,24,host,Convergence,316.73
Ice Lake,gfortran,24,host,Convergence,317.84000000000003
Ice Lake,gfortran,24,host,Convergence,316.06
Sapphire Rapids,gfortran,16,host,Convergence,304.07
Sapphire Rapids,gfortran,16,host,Convergence,305.47
Sapphire Rapids,gfortran,16,host,Convergence,305.5
Sapphire Rapids,gfortran,32,host,Convergence,240.09
Sapphire Rapids,gfortran,32,host,Convergence,240.45
Sapphire Rapids,gfortran,32,host,Convergence,242.04
Sapphire Rapids,gfortran,64,host,Convergence,216.17
Sapphire Rapids,gfortran,64,host,Convergence,218.39
Sapphire Rapids,gfortran,64,host,Convergence,218.47
Sapphire Rapids,gfortran,24,host,Convergence,269.46
Sapphire Rapids,gfortran,24,host,Convergence,269.72
Sapphire Rapids,gfortran,24,host,Convergence,270.64
Emerald Rapids,gfortran,16,host,Convergence,276.79
Emerald Rapids,gfortran,16,host,Convergence,275.44
Emerald Rapids,gfortran,16,host,Convergence,275.99
Emerald Rapids,gfortran,32,host,Convergence,220.16
Emerald Rapids,gfortran,32,host,Convergence,221.01999999999998
Emerald Rapids,gfortran,32,host,Convergence,219.31
Emerald Rapids,gfortran,64,host,Convergence,200.01
Emerald Rapids,gfortran,64,host,Convergence,201.51
Emerald Rapids,gfortran,64,host,Convergence,199.91
Emerald Rapids,gfortran,24,host,Convergence,245.59
Emerald Rapids,gfortran,24,host,Convergence,244.55
Emerald Rapids,gfortran,24,host,Convergence,244.99
Ice Lake,gfortran,48,host,Convergence,273.65
Ice Lake,gfortran,48,host,Convergence,274.01
Ice Lake,gfortran,48,host,Convergence,274.16
Emerald Rapids,gfortran,48,host,Convergence,206.24
Emerald Rapids,gfortran,48,host,Convergence,205.66
Emerald Rapids,gfortran,48,host,Convergence,205.18
Emerald Rapids,gfortran,48,host,Convergence,207.86
Emerald Rapids,gfortran,48,host,Convergence,205.69
Sapphire Rapids,ifx,48,base,Convergence,204.95
Sapphire Rapids,ifx,48,base,Convergence,188.9
Sapphire Rapids,ifx,48,base,Convergence,189.09
Ice Lake,ifx,16,base,Convergence,305.67
Ice Lake,ifx,16,base,Convergence,305.25
Ice Lake,ifx,16,base,Convergence,305.42
Ice Lake,ifx,32,base,Convergence,245.01
Ice Lake,ifx,32,base,Convergence,244.89
Ice Lake,ifx,32,base,Convergence,245.45
Ice Lake,ifx,64,base,Convergence,230.13
Ice Lake,ifx,64,base,Convergence,230.05
Ice Lake,ifx,64,base,Convergence,229.14000000000001
Ice Lake,ifx,24,base,Convergence,272.03999999999996
Ice Lake,ifx,24,base,Convergence,272.03
Ice Lake,ifx,24,base,Convergence,270.75
Sapphire Rapids,ifx,16,base,Convergence,253.54
Sapphire Rapids,ifx,16,base,Convergence,254.31
Sapphire Rapids,ifx,16,base,Convergence,255.10999999999999
Sapphire Rapids,ifx,32,base,Convergence,194.64
Sapphire Rapids,ifx,32,base,Convergence,194.5
Sapphire Rapids,ifx,32,base,Convergence,195.32
Sapphire Rapids,ifx,64,base,Convergence,190.2
Sapphire Rapids,ifx,64,base,Convergence,190.67
Sapphire Rapids,ifx,64,base,Convergence,182.72
Sapphire Rapids,ifx,24,base,Convergence,219.56
Sapphire Rapids,ifx,24,base,Convergence,220.9
Sapphire Rapids,ifx,24,base,Convergence,220.32
Emerald Rapids,ifx,16,base,Convergence,226.93
Emerald Rapids,ifx,16,base,Convergence,227.03
Emerald Rapids,ifx,16,base,Convergence,228.03
Emerald Rapids,ifx,32,base,Convergence,176.98
Emerald Rapids,ifx,32,base,Convergence,177.31
Emerald Rapids,ifx,32,base,Convergence,177.14
Emerald Rapids,ifx,64,base,Convergence,174.54
Emerald Rapids,ifx,64,base,Convergence,174.34
Emerald Rapids,ifx,64,base,Convergence,174.46
Emerald Rapids,ifx,24,base,Convergence,197.05
Emerald Rapids,ifx,24,base,Convergence,198.35
Emerald Rapids,ifx,24,base,Convergence,197.63
Ice Lake,ifx,48,base,Convergence,237.53
Ice Lake,ifx,48,base,Convergence,239.67
Ice Lake,ifx,48,base,Convergence,238.6
Emerald Rapids,ifx,48,base,Convergence,171.56
Sapphire Rapids,ifx,48,fmath,Convergence,177.22
Sapphire Rapids,ifx,48,fmath,Convergence,190.56
Sapphire Rapids,ifx,48,fmath,Convergence,176.83
Ice Lake,ifx,16,fmath,Convergence,318.90999999999997
Ice Lake,ifx,16,fmath,Convergence,318.32
Ice Lake,ifx,16,fmath,Convergence,318.26
Ice Lake,ifx,32,fmath,Convergence,238.61
Ice Lake,ifx,32,fmath,Convergence,237.64
Ice Lake,ifx,32,fmath,Convergence,238.66
Ice Lake,ifx,64,fmath,Convergence,214.68
Ice Lake,ifx,64,fmath,Convergence,215.03
Ice Lake,ifx,64,fmath,Convergence,214.57
Ice Lake,ifx,24,fmath,Convergence,276.51
Ice Lake,ifx,24,fmath,Convergence,275.59
Ice Lake,ifx,24,fmath,Convergence,274.97
Sapphire Rapids,ifx,16,fmath,Convergence,238.6
Sapphire Rapids,ifx,16,fmath,Convergence,239.04
Sapphire Rapids,ifx,32,fmath,Convergence,181.5
Sapphire Rapids,ifx,32,fmath,Convergence,181.75
Sapphire Rapids,ifx,32,fmath,Convergence,182.57999999999998
Sapphire Rapids,ifx,64,fmath,Convergence,175.69
Sapphire Rapids,ifx,64,fmath,Convergence,170.79
Sapphire Rapids,ifx,64,fmath,Convergence,172.69
Sapphire Rapids,ifx,24,fmath,Convergence,206.18
Sapphire Rapids,ifx,24,fmath,Convergence,205.55
Sapphire Rapids,ifx,24,fmath,Convergence,206.14
Emerald Rapids,ifx,16,fmath,Convergence,211.93
Emerald Rapids,ifx,16,fmath,Convergence,211.78
Emerald Rapids,ifx,16,fmath,Convergence,212.37
Emerald Rapids,ifx,32,fmath,Convergence,162.75
Emerald Rapids,ifx,32,fmath,Convergence,163.57
Emerald Rapids,ifx,32,fmath,Convergence,163.28
Emerald Rapids,ifx,64,fmath,Convergence,162.51
Emerald Rapids,ifx,64,fmath,Convergence,160.63
Emerald Rapids,ifx,64,fmath,Convergence,161.3
Emerald Rapids,ifx,24,fmath,Convergence,182.21
Emerald Rapids,ifx,24,fmath,Convergence,182.49
Emerald Rapids,ifx,24,fmath,Convergence,182.64
Ice Lake,ifx,48,fmath,Convergence,225.86
Ice Lake,ifx,48,fmath,Convergence,227.38
Ice Lake,ifx,48,fmath,Convergence,226.91
Emerald Rapids,ifx,48,fmath,Convergence,158.65
Emerald Rapids,ifx,48,fmath,Convergence,158.88
Emerald Rapids,ifx,48,fmath,Convergence,158.02
Sapphire Rapids,ifx,48,host,Convergence,190.9
Sapphire Rapids,ifx,48,host,Convergence,190.95
Sapphire Rapids,ifx,48,host,Convergence,192.42000000000002
Ice Lake,ifx,16,host,Convergence,341.75
Ice Lake,ifx,16,host,Convergence,341.23
Ice Lake,ifx,16,host,Convergence,342.04
Ice Lake,ifx,32,host,Convergence,261.26
Ice Lake,ifx,32,host,Convergence,261.26
Ice Lake,ifx,32,host,Convergence,260.95
Ice Lake,ifx,64,host,Convergence,237.04
Ice Lake,ifx,64,host,Convergence,236.55
Ice Lake,ifx,64,host,Convergence,236.28
Ice Lake,ifx,24,host,Convergence,297.71
Ice Lake,ifx,24,host,Convergence,297.46
Ice Lake,ifx,24,host,Convergence,299.46999999999997
Sapphire Rapids,ifx,16,host,Convergence,255.67
Sapphire Rapids,ifx,16,host,Convergence,256.56
Sapphire Rapids,ifx,16,host,Convergence,255.47
Sapphire Rapids,ifx,32,host,Convergence,196.93
Sapphire Rapids,ifx,32,host,Convergence,197.75
Sapphire Rapids,ifx,32,host,Convergence,196.4
Sapphire Rapids,ifx,64,host,Convergence,186.85
Sapphire Rapids,ifx,64,host,Convergence,192.85
Sapphire Rapids,ifx,64,host,Convergence,188.3
Sapphire Rapids,ifx,24,host,Convergence,222.49
Sapphire Rapids,ifx,24,host,Convergence,222.24
Sapphire Rapids,ifx,24,host,Convergence,221.66
Emerald Rapids,ifx,16,host,Convergence,228.86
Emerald Rapids,ifx,16,host,Convergence,229.09
Emerald Rapids,ifx,32,host,Convergence,178.85
Emerald Rapids,ifx,32,host,Convergence,179.67
Emerald Rapids,ifx,32,host,Convergence,179.53
Emerald Rapids,ifx,64,host,Convergence,175.33
Emerald Rapids,ifx,64,host,Convergence,170.83
Emerald Rapids,ifx,64,host,Convergence,175.73
Emerald Rapids,ifx,24,host,Convergence,199.04
Emerald Rapids,ifx,24,host,Convergence,198.23
Emerald Rapids,ifx,24,host,Convergence,198.67
Ice Lake,ifx,48,host,Convergence,249.29
Ice Lake,ifx,48,host,Convergence,248.05
Ice Lake,ifx,48,host,Convergence,248.91
Emerald Rapids,ifx,48,host,Convergence,173.72
Emerald Rapids,ifx,48,host,Convergence,173.73000000000002
Emerald Rapids,ifx,48,host,Convergence,173.04
Granite Rapids,gfortran,16,base,Convergence,276.71
Granite Rapids,gfortran,16,base,Convergence,278.37
Granite Rapids,gfortran,16,base,Convergence,276.07
Granite Rapids,gfortran,32,base,Convergence,227.96
Granite Rapids,gfortran,32,base,Convergence,227.68
Granite Rapids,gfortran,32,base,Convergence,227.63
Granite Rapids,gfortran,64,base,Convergence,193.26
Granite Rapids,gfortran,64,base,Convergence,192.96
Granite Rapids,gfortran,64,base,Convergence,186.26
Granite Rapids,gfortran,24,base,Convergence,242.42
Granite Rapids,gfortran,24,base,Convergence,243.57
Granite Rapids,gfortran,24,base,Convergence,250.62
Granite Rapids,gfortran,16,host,Convergence,284.04
Granite Rapids,gfortran,16,host,Convergence,283.39
Granite Rapids,gfortran,16,host,Convergence,284.58
Granite Rapids,gfortran,32,host,Convergence,235.99
Granite Rapids,gfortran,32,host,Convergence,235.27
Granite Rapids,gfortran,32,host,Convergence,237.56
Granite Rapids,gfortran,64,host,Convergence,203.94
Granite Rapids,gfortran,64,host,Convergence,201.3
Granite Rapids,gfortran,64,host,Convergence,202.17
Granite Rapids,gfortran,24,host,Convergence,258.78
Granite Rapids,gfortran,24,host,Convergence,259.71999999999997
Granite Rapids,gfortran,24,host,Convergence,258.06
Granite Rapids,ifx,16,base,Convergence,220.12
Granite Rapids,ifx,16,base,Convergence,219.91
Granite Rapids,ifx,16,base,Convergence,236.98999999999998
Granite Rapids,ifx,32,base,Convergence,179.03
Granite Rapids,ifx,32,base,Convergence,177.22
Granite Rapids,ifx,32,base,Convergence,175.81
Granite Rapids,ifx,64,base,Convergence,191.57
Granite Rapids,ifx,64,base,Convergence,192.46
Granite Rapids,ifx,64,base,Convergence,194.23
Granite Rapids,ifx,24,base,Convergence,192.35
Granite Rapids,ifx,24,base,Convergence,192.57
Granite Rapids,ifx,24,base,Convergence,192.03
Granite Rapids,ifx,16,host,Convergence,219.03
Granite Rapids,ifx,16,host,Convergence,219.54
Granite Rapids,ifx,16,host,Convergence,219.29
Granite Rapids,ifx,32,host,Convergence,173.99
Granite Rapids,ifx,32,host,Convergence,175.66
Granite Rapids,ifx,32,host,Convergence,176.29
Granite Rapids,ifx,64,host,Convergence,194.32
Granite Rapids,ifx,64,host,Convergence,192.34
Granite Rapids,ifx,64,host,Convergence,194.24
Granite Rapids,ifx,24,host,Convergence,192.75
Granite Rapids,ifx,24,host,Convergence,193.25
Granite Rapids,ifx,24,host,Convergence,192.38
Granite Rapids,ifx,16,fmath,Convergence,202.6
Granite Rapids,ifx,16,fmath,Convergence,202.07999999999998
Granite Rapids,ifx,16,fmath,Convergence,201.17000000000002
Granite Rapids,ifx,32,fmath,Convergence,160.47
Granite Rapids,ifx,32,fmath,Convergence,160.95
Granite Rapids,ifx,32,fmath,Convergence,161.16
Granite Rapids,ifx,64,fmath,Convergence,179.34
Granite Rapids,ifx,64,fmath,Convergence,177.69
Granite Rapids,ifx,64,fmath,Convergence,178.79
Granite Rapids,ifx,24,fmath,Convergence,177.0
Granite Rapids,ifx,24,fmath,Convergence,176.81
Granite Rapids,ifx,24,fmath,Convergence,175.10999999999999
Granite Rapids,gfortran,16,fmath,Convergence,284.14
Granite Rapids,gfortran,16,fmath,Convergence,285.17
Granite Rapids,gfortran,16,fmath,Convergence,281.48
Granite Rapids,gfortran,32,fmath,Convergence,235.2
Granite Rapids,gfortran,32,fmath,Convergence,236.21
Granite Rapids,gfortran,32,fmath,Convergence,235.64
Granite Rapids,gfortran,64,fmath,Convergence,201.8
Granite Rapids,gfortran,64,fmath,Convergence,202.72
Granite Rapids,gfortran,64,fmath,Convergence,202.14
Granite Rapids,gfortran,24,fmath,Convergence,258.42
Granite Rapids,gfortran,24,fmath,Convergence,257.9
Granite Rapids,gfortran,24,fmath,Convergence,258.14
Granite Rapids,gfortran,48,base,Convergence,213.51
Granite Rapids,gfortran,48,base,Convergence,214.01
Granite Rapids,gfortran,48,base,Convergence,212.46
Granite Rapids,gfortran,48,host,Convergence,223.82
Granite Rapids,gfortran,48,host,Convergence,221.95
Granite Rapids,gfortran,48,host,Convergence,221.55
Granite Rapids,gfortran,48,fmath,Convergence,222.34
Granite Rapids,gfortran,48,fmath,Convergence,222.19
Granite Rapids,gfortran,48,fmath,Convergence,221.34
Granite Rapids,ifx,48,base,Convergence,183.77
Granite Rapids,ifx,48,base,Convergence,177.96
Granite Rapids,ifx,48,base,Convergence,180.14
Granite Rapids,ifx,48,host,Convergence,178.52
Granite Rapids,ifx,48,host,Convergence,180.24
Granite Rapids,ifx,48,host,Convergence,179.7
Granite Rapids,ifx,48,fmath,Convergence,163.01999999999998
Granite Rapids,ifx,48,fmath,Convergence,164.04
Granite Rapids,ifx,48,fmath,Convergence,163.41
Sapphire Rapids,gfortran,48,base,Electronic,674.29
Sapphire Rapids,gfortran,48,base,Electronic,676.8299999999999
Sapphire Rapids,gfortran,48,base,Electronic,674.75
Sapphire Rapids,gfortran,48,base,Electronic,676.35
Sapphire Rapids,gfortran,48,base,Electronic,665.47
Ice Lake,gfortran,16,base,Electronic,1935.9
Ice Lake,gfortran,16,base,Electronic,1920.67
Ice Lake,gfortran,16,base,Electronic,1913.35
Ice Lake,gfortran,32,base,Electronic,1166.3
Ice Lake,gfortran,32,base,Electronic,1181.05
Ice Lake,gfortran,32,base,Electronic,1222.27
Ice Lake,gfortran,64,base,Electronic,917.14
Ice Lake,gfortran,64,base,Electronic,928.18
Ice Lake,gfortran,64,base,Electronic,935.87
Ice Lake,gfortran,24,base,Electronic,1410.54
Ice Lake,gfortran,24,base,Electronic,1426.62
Ice Lake,gfortran,24,base,Electronic,1453.68
Sapphire Rapids,gfortran,16,base,Electronic,1707.3700000000001
Sapphire Rapids,gfortran,16,base,Electronic,1711.8700000000001
Sapphire Rapids,gfortran,32,base,Electronic,963.62
Sapphire Rapids,gfortran,32,base,Electronic,1028.03
Sapphire Rapids,gfortran,32,base,Electronic,964.94
Sapphire Rapids,gfortran,64,base,Electronic,630.54
Sapphire Rapids,gfortran,64,base,Electronic,638.8199999999999
Sapphire Rapids,gfortran,64,base,Electronic,617.26
Sapphire Rapids,gfortran,24,base,Electronic,1190.24
Sapphire Rapids,gfortran,24,base,Electronic,1204.45
Sapphire Rapids,gfortran,24,base,Electronic,1199.44
Emerald Rapids,gfortran,16,base,Electronic,1432.0900000000001
Emerald Rapids,gfortran,16,base,Electronic,1441.6200000000001
Emerald Rapids,gfortran,16,base,Electronic,1429.92
Emerald Rapids,gfortran,32,base,Electronic,798.02
Emerald Rapids,gfortran,32,base,Electronic,850.8
Emerald Rapids,gfortran,32,base,Electronic,785.09
Emerald Rapids,gfortran,64,base,Electronic,513.1
Emerald Rapids,gfortran,64,base,Electronic,495.59
Emerald Rapids,gfortran,64,base,Electronic,498.25
Emerald Rapids,gfortran,24,base,Electronic,1012.0600000000001
Emerald Rapids,gfortran,24,base,Electronic,1008.86
Emerald Rapids,gfortran,24,base,Electronic,977.7
Ice Lake,gfortran,48,base,Electronic,924.86
Ice Lake,gfortran,48,base,Electronic,929.64
Ice Lake,gfortran,48,base,Electronic,917.66
Emerald Rapids,gfortran,48,base,Electronic,554.48
Emerald Rapids,gfortran,48,base,Electronic,556.46
Emerald Rapids,gfortran,48,base,Electronic,555.11
Sapphire Rapids,gfortran,48,fmath,Electronic,678.17
Sapphire Rapids,gfortran,48,fmath,Electronic,677.73
Sapphire Rapids,gfortran,48,fmath,Electronic,676.69
Ice Lake,gfortran,16,fmath,Electronic,1932.72
Ice Lake,gfortran,16,fmath,Electronic,1918.67
Ice Lake,gfortran,16,fmath,Electronic,1938.29
Ice Lake,gfortran,32,fmath,Electronic,1153.8
Ice Lake,gfortran,32,fmath,Electronic,1186.68
Ice Lake,gfortran,32,fmath,Electronic,1144.6399999999999
Ice Lake,gfortran,64,fmath,Electronic,921.77
Ice Lake,gfortran,64,fmath,Electronic,922.91
Ice Lake,gfortran,64,fmath,Electronic,963.25
Ice Lake,gfortran,24,fmath,Electronic,1405.45
Ice Lake,gfortran,24,fmath,Electronic,1417.6299999999999
Ice Lake,gfortran,24,fmath,Electronic,1418.91
Sapphire Rapids,gfortran,16,fmath,Electronic,1683.58
Sapphire Rapids,gfortran,16,fmath,Electronic,1707.8899999999999
Sapphire Rapids,gfortran,16,fmath,Electronic,1690.68
Sapphire Rapids,gfortran,32,fmath,Electronic,971.12
Sapphire Rapids,gfortran,32,fmath,Electronic,970.12
Sapphire Rapids,gfortran,32,fmath,Electronic,973.0
Sapphire Rapids,gfortran,64,fmath,Electronic,675.89
Sapphire Rapids,gfortran,64,fmath,Electronic,642.99
Sapphire Rapids,gfortran,64,fmath,Electronic,648.14
Sapphire Rapids,gfortran,24,fmath,Electronic,1180.88
Sapphire Rapids,gfortran,24,fmath,Electronic,1208.44
Sapphire Rapids,gfortran,24,fmath,Electronic,1178.6000000000001
Emerald Rapids,gfortran,16,fmath,Electronic,1446.8
Emerald Rapids,gfortran,16,fmath,Electronic,1458.19
Emerald Rapids,gfortran,16,fmath,Electronic,1428.43
Emerald Rapids,gfortran,32,fmath,Electronic,800.4799999999999
Emerald Rapids,gfortran,32,fmath,Electronic,785.93
Emerald Rapids,gfortran,32,fmath,Electronic,836.66
Emerald Rapids,gfortran,64,fmath,Electronic,500.15000000000003
Emerald Rapids,gfortran,64,fmath,Electronic,497.35
Emerald Rapids,gfortran,64,fmath,Electronic,521.83
Emerald Rapids,gfortran,24,fmath,Electronic,1017.34
Emerald Rapids,gfortran,24,fmath,Electronic,979.72
Emerald Rapids,gfortran,24,fmath,Electronic,987.3199999999999
Ice Lake,gfortran,48,fmath,Electronic,930.47
Ice Lake,gfortran,48,fmath,Electronic,916.65
Ice Lake,gfortran,48,fmath,Electronic,930.49
Emerald Rapids,gfortran,48,fmath,Electronic,556.77
Emerald Rapids,gfortran,48,fmath,Electronic,556.99
Emerald Rapids,gfortran,48,fmath,Electronic,554.58
Emerald Rapids,gfortran,48,fmath,Electronic,548.95
Emerald Rapids,gfortran,48,fmath,Electronic,558.02
Emerald Rapids,gfortran,48,fmath,Electronic,546.19
Sapphire Rapids,gfortran,48,host,Electronic,679.72
Sapphire Rapids,gfortran,48,host,Electronic,677.15
Sapphire Rapids,gfortran,48,host,Electronic,676.52
Ice Lake,gfortran,16,host,Electronic,1905.24
Ice Lake,gfortran,16,host,Electronic,1913.93
Ice Lake,gfortran,16,host,Electronic,1918.7499999999998
Ice Lake,gfortran,32,host,Electronic,1138.64
Ice Lake,gfortran,32,host,Electronic,1145.91
Ice Lake,gfortran,32,host,Electronic,1148.64
Ice Lake,gfortran,64,host,Electronic,922.63
Ice Lake,gfortran,64,host,Electronic,919.01
Ice Lake,gfortran,64,host,Electronic,956.62
Ice Lake,gfortran,24,host,Electronic,1417.5100000000002
Ice Lake,gfortran,24,host,Electronic,1432.78
Ice Lake,gfortran,24,host,Electronic,1399.04
Sapphire Rapids,gfortran,16,host,Electronic,1729.8
Sapphire Rapids,gfortran,16,host,Electronic,1705.3600000000001
Sapphire Rapids,gfortran,16,host,Electronic,1708.23
Sapphire Rapids,gfortran,32,host,Electronic,979.19
Sapphire Rapids,gfortran,32,host,Electronic,969.85
Sapphire Rapids,gfortran,32,host,Electronic,968.5500000000001
Sapphire Rapids,gfortran,64,host,Electronic,637.63
Sapphire Rapids,gfortran,64,host,Electronic,643.9
Sapphire Rapids,gfortran,64,host,Electronic,656.59
Sapphire Rapids,gfortran,24,host,Electronic,1176.18
Sapphire Rapids,gfortran,24,host,Electronic,1187.55
Sapphire Rapids,gfortran,24,host,Electronic,1195.09
Emerald Rapids,gfortran,16,host,Electronic,1423.07
Emerald Rapids,gfortran,16,host,Electronic,1465.28
Emerald Rapids,gfortran,16,host,Electronic,1459.04
Emerald Rapids,gfortran,32,host,Electronic,797.23
Emerald Rapids,gfortran,32,host,Electronic,847.9000000000001
Emerald Rapids,gfortran,32,host,Electronic,854.67
Emerald Rapids,gfortran,64,host,Electronic,520.18
Emerald Rapids,gfortran,64,host,Electronic,511.73
Emerald Rapids,gfortran,64,host,Electronic,521.64
Emerald Rapids,gfortran,24,host,Electronic,1004.6800000000001
Emerald Rapids,gfortran,24,host,Electronic,1019.1
Emerald Rapids,gfortran,24,host,Electronic,996.14
Ice Lake,gfortran,48,host,Electronic,930.8299999999999
Ice Lake,gfortran,48,host,Electronic,922.19
Ice Lake,gfortran,48,host,Electronic,929.33
Emerald Rapids,gfortran,48,host,Electronic,547.49
Emerald Rapids,gfortran,48,host,Electronic,552.4300000000001
Emerald Rapids,gfortran,48,host,Electronic,554.23
Emerald Rapids,gfortran,48,host,Electronic,556.63
Emerald Rapids,gfortran,48,host,Electronic,557.09
Sapphire Rapids,ifx,48,base,Electronic,684.9499999999999
Sapphire Rapids,ifx,48,base,Electronic,682.16
Sapphire Rapids,ifx,48,base,Electronic,681.0400000000001
Ice Lake,ifx,16,base,Electronic,1808.69
Ice Lake,ifx,16,base,Electronic,1803.46
Ice Lake,ifx,16,base,Electronic,1803.3
Ice Lake,ifx,32,base,Electronic,1150.7
